N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A
1355,1851.38,10,6,26/02/2021,05/03/2021,03/03/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1356,1391.08,51,9,26/02/2021,10/03/2021,28/02/2021,http://www.ups.com,UPS,,TRUE,6689,TRUE
1358,1619.55,7,6,26/02/2021,06/03/2021,28/02/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1359,4116.6,9,6,26/02/2021,09/03/2021,28/02/2021,http://www.purolator.com,Purolator,,TRUE,7917,TRUE
1360,61.35,62,3,26/02/2021,10/03/2021,06/03/2021,www.fedex.com,FedEx,,TRUE,1241,TRUE
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1361,1079.7,20,6,26/02/2021,05/03/2021,04/03/2021,http://www.usps.com,Parcel Post,,TRUE,8161,TRUE
1362,2698.53,28,1,27/02/2021,03/03/2021,02/03/2021,www.fedex.com,FedEx,,TRUE,4144,TRUE
1363,1079.7,48,1,27/02/2021,10/03/2021,03/03/2021,http://www.usps.com,Parcel Post,,TRUE,6376,TRUE
1364,101.7,76,3,27/02/2021,09/03/2021,05/03/2021,,Pickup,,TRUE,,TRUE
1365,479.85,77,4,27/02/2021,07/03/2021,02/03/2021,,Pickup,,TRUE,6999,TRUE
1366,764.85,1,9,27/02/2021,11/03/2021,28/02/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1367,1619.55,72,7,27/02/2021,12/03/2021,07/03/2021,,Pickup,,TRUE,,TRUE
1368,31,54,9,27/02/2021,03/03/2021,28/02/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1369,1529.7,28,3,27/02/2021,02/03/2021,28/02/2021,http://www.purolator.com,Purolator,,TRUE,9635,TRUE
1370,1529.7,41,6,27/02/2021,04/03/2021,01/03/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1371,2543.55,8,4,27/02/2021,10/03/2021,27/02/2021,http://www.loomis.com,Loomis,,TRUE,8662,TRUE
1373,1529.7,72,1,27/02/2021,05/03/2021,01/03/2021,,Pickup,,TRUE,5251,TRUE
1374,43.5,31,6,27/02/2021,09/03/2021,06/03/2021,http://www.loomis.com,Loomis,,TRUE,9575,TRUE
1375,1529.7,50,3,28/02/2021,01/03/2021,28/02/2021,http://www.usps.com,Parcel Post,,TRUE,3573,TRUE
1001,41.9,1,1,02/12/2021,15/12/2021,10/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1002,5060.28,41,3,02/12/2021,03/12/2021,02/12/2021,,Pickup,,TRUE,3284,TRUE
1003,186.87,77,4,02/12/2021,14/12/2021,05/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1004,823.05,18,4,02/12/2021,04/12/2021,02/12/2021,,Pickup,,TRUE,,TRUE
1005,29,64,3,03/12/2021,09/12/2021,03/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1006,64.9,7,4,03/12/2021,06/12/2021,05/12/2021,http://www.purolator.com,Purolator,,TRUE,4717,TRUE
1007,49.5,32,9,03/12/2021,03/12/2021,03/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1008,2214.94,11,4,03/12/2021,16/12/2021,07/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1009,29,25,4,03/12/2021,12/12/2021,10/12/2021,http://www.loomis.com,Loomis,,TRUE,3054,TRUE
1010,14872.3,54,1,03/12/2021,05/12/2021,03/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1011,29,71,4,03/12/2021,09/12/2021,03/12/2021,http://www.purolator.com,Purolator,,TRUE,7719,TRUE
1012,10259.1,66,1,03/12/2021,07/12/2021,05/12/2021,http://www.loomis.com,Loomis,,TRUE,3126,TRUE
1013,1142.13,28,4,03/12/2021,11/12/2021,08/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1014,29,8,1,04/12/2021,08/12/2021,04/12/2021,http://www.purolator.com,Purolator,,TRUE,3026,TRUE
1015,43.5,72,9,04/12/2021,13/12/2021,07/12/2021,http://www.ups.com,UPS,,TRUE,7480,TRUE
1016,563.7,64,3,04/12/2021,10/12/2021,06/12/2021,www.fedex.com,FedEx,,TRUE,1594,TRUE
1017,72,38,4,05/12/2021,06/12/2021,05/12/2021,http://www.purolator.com,Purolator,,TRUE,3710,TRUE
1018,115.5,37,3,05/12/2021,08/12/2021,06/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1019,43.5,30,9,05/12/2021,12/12/2021,07/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1020,67.8,25,7,05/12/2021,18/12/2021,10/12/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1021,5237.55,76,7,06/12/2021,18/12/2021,12/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1022,2792.86,75,3,07/12/2021,17/12/2021,07/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1023,890.61,73,1,07/12/2021,09/12/2021,08/12/2021,http://www.loomis.com,Loomis,,TRUE,6676,TRUE
1024,33,55,9,07/12/2021,07/12/2021,07/12/2021,,Pickup,,TRUE,,TRUE
1025,8819.55,64,1,07/12/2021,11/12/2021,08/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1026,33,39,9,07/12/2021,12/12/2021,11/12/2021,,Pickup,,TRUE,,TRUE
1027,2972.85,27,6,07/12/2021,13/12/2021,07/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1028,296.87,18,4,08/12/2021,15/12/2021,09/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1029,49.5,7,9,08/12/2021,16/12/2021,08/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1030,890.55,52,1,08/12/2021,17/12/2021,08/12/2021,http://www.usps.com,Parcel Post,,TRUE,2902,TRUE
1031,33,30,9,08/12/2021,12/12/2021,10/12/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1032,12323.1,9,1,08/12/2021,16/12/2021,14/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1033,3520.3,1,3,08/12/2021,21/12/2021,20/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1034,33,51,7,09/12/2021,12/12/2021,09/12/2021,,Pickup,,TRUE,6063,TRUE
1035,33,32,6,10/12/2021,18/12/2021,17/12/2021,http://www.purolator.com,Purolator,,TRUE,3059,TRUE
1036,2014.2,15,6,10/12/2021,11/12/2021,10/12/2021,http://www.loomis.com,Loomis,,TRUE,8234,TRUE
1037,49.5,73,1,10/12/2021,17/12/2021,15/12/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1038,1799.7,65,6,10/12/2021,22/12/2021,13/12/2021,http://www.usps.com,Parcel Post,,TRUE,4148,TRUE
1039,647.57,43,3,10/12/2021,14/12/2021,11/12/2021,http://www.loomis.com,Loomis,,TRUE,8372,TRUE
1040,605.6,26,6,10/12/2021,23/12/2021,19/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1041,764.85,1,1,11/12/2021,15/12/2021,13/12/2021,http://www.usps.com,Parcel Post,,TRUE,3785,TRUE
1042,296.62,60,7,11/12/2021,23/12/2021,15/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1043,2179.83,54,4,11/12/2021,17/12/2021,14/12/2021,http://www.ups.com,UPS,,TRUE,1376,TRUE
1044,125.7,26,7,11/12/2021,16/12/2021,11/12/2021,http://www.usps.com,Parcel Post,,TRUE,3427,TRUE
1045,3764.04,15,6,11/12/2021,17/12/2021,13/12/2021,www.fedex.com,FedEx,,TRUE,3662,TRUE
1046,1744.75,61,4,12/12/2021,19/12/2021,17/12/2021,http://www.usps.com,Parcel Post,,TRUE,2871,TRUE
1047,67.8,59,1,12/12/2021,23/12/2021,14/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1048,329.85,46,1,12/12/2021,20/12/2021,19/12/2021,,Pickup,,TRUE,2906,TRUE
1049,1790.25,23,6,12/12/2021,25/12/2021,12/12/2021,,Pickup,,TRUE,,TRUE
1050,1739.85,22,9,12/12/2021,23/12/2021,18/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1051,623.65,32,3,12/12/2021,25/12/2021,16/12/2021,http://www.loomis.com,Loomis,,TRUE,1013,TRUE
1052,1716.2,63,6,12/12/2021,14/12/2021,12/12/2021,,Pickup,,TRUE,5120,TRUE
1053,29,59,9,12/12/2021,16/12/2021,14/12/2021,http://www.purolator.com,Purolator,,TRUE,5783,TRUE
1054,106.3,67,9,12/12/2021,17/12/2021,14/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1055,2459.4,72,1,12/12/2021,24/12/2021,17/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1056,329.85,18,9,12/12/2021,22/12/2021,12/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1057,3638.01,72,3,12/12/2021,15/12/2021,13/12/2021,http://www.loomis.com,Loomis,,TRUE,2532,TRUE
1058,1472.27,76,7,12/12/2021,18/12/2021,16/12/2021,http://www.loomis.com,Loomis,,TRUE,5219,TRUE
1059,364.67,35,7,12/12/2021,14/12/2021,12/12/2021,,Pickup,,TRUE,,TRUE
1060,113.4,70,9,12/12/2021,18/12/2021,13/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1061,83.8,54,1,12/12/2021,18/12/2021,12/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1062,65.7,37,1,12/12/2021,13/12/2021,12/12/2021,http://www.usps.com,Parcel Post,,TRUE,7310,TRUE
1063,2497.05,31,9,12/12/2021,13/12/2021,12/12/2021,http://www.loomis.com,Loomis,,TRUE,4756,TRUE
3182,764.85,259,3,12/12/2021,25/12/2021,16/12/2021,http://www.loomis.com,Loomis,,TRUE,1013,TRUE
3183,959.7,260,6,12/12/2021,14/12/2021,12/12/2021,,Pickup,,TRUE,5120,TRUE
3184,33,261,9,12/12/2021,16/12/2021,14/12/2021,http://www.purolator.com,Purolator,,TRUE,5783,TRUE
3185,659.7,262,9,12/12/2021,17/12/2021,14/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
3186,101.7,263,1,12/12/2021,24/12/2021,17/12/2021,,Parcel Post,,TRUE,,TRUE
3187,14.5,264,9,12/12/2021,22/12/2021,12/12/2021,,Parcel Post,,TRUE,,TRUE
3188,19.9,265,3,12/12/2021,15/12/2021,13/12/2021,http://www.loomis.com,Loomis,,TRUE,2532,TRUE
3189,31,266,7,12/12/2021,18/12/2021,16/12/2021,http://www.loomis.com,Loomis,,TRUE,5219,TRUE
3190,53.9,267,7,12/12/2021,14/12/2021,12/12/2021,,Pickup,,TRUE,,TRUE
3191,101.7,268,9,12/12/2021,18/12/2021,13/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
3192,959.7,269,1,12/12/2021,18/12/2021,12/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
3193,23.8,270,1,12/12/2021,13/12/2021,12/12/2021,http://www.usps.com,Parcel Post,,TRUE,7310,TRUE
1064,48.51,69,6,13/12/2021,23/12/2021,14/12/2021,www.fedex.com,FedEx,,TRUE,7330,TRUE
1065,1275.7,39,6,13/12/2021,23/12/2021,14/12/2021,http://www.ups.com,UPS,,TRUE,5949,TRUE
1066,161.7,44,9,14/12/2021,22/12/2021,16/12/2021,http://www.loomis.com,Loomis,,TRUE,2315,TRUE
1067,374.04,42,6,14/12/2021,26/12/2021,18/12/2021,,Pickup,,TRUE,,TRUE
1068,83.8,18,9,15/12/2021,22/12/2021,21/12/2021,,Pickup,,TRUE,8301,TRUE
1069,1498.24,8,1,15/12/2021,28/12/2021,22/12/2021,,Pickup,,TRUE,,TRUE
1070,3479.7,6,4,15/12/2021,21/12/2021,16/12/2021,http://www.usps.com,Parcel Post,,TRUE,4586,TRUE
1071,3685.44,17,7,15/12/2021,15/12/2021,15/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1072,47,25,1,16/12/2021,18/12/2021,17/12/2021,,Pickup,,TRUE,1366,TRUE
1073,1052.25,49,6,16/12/2021,28/12/2021,25/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1074,605.55,69,4,16/12/2021,17/12/2021,16/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1075,125.7,15,1,16/12/2021,25/12/2021,18/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1076,3580.59,55,9,17/12/2021,22/12/2021,18/12/2021,http://www.usps.com,Parcel Post,,TRUE,3487,TRUE
1077,83.8,30,6,17/12/2021,23/12/2021,19/12/2021,,Pickup,,TRUE,,TRUE
1078,29,36,3,18/12/2021,29/12/2021,27/12/2021,http://www.loomis.com,Loomis,,TRUE,4547,TRUE
1079,83.8,28,6,18/12/2021,26/12/2021,21/12/2021,http://www.ups.com,UPS,,TRUE,6109,TRUE
1080,923.61,51,3,18/12/2021,20/12/2021,19/12/2021,,Pickup,,TRUE,,TRUE
1081,1123.2,25,7,19/12/2021,19/12/2021,19/12/2021,http://www.purolator.com,Purolator,,TRUE,2126,TRUE
1082,376.35,39,7,19/12/2021,24/12/2021,20/12/2021,http://www.loomis.com,Loomis,,TRUE,2380,TRUE
1083,36,63,6,19/12/2021,28/12/2021,23/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1084,548.7,45,1,20/12/2021,23/12/2021,21/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1085,764.85,34,1,21/12/2021,30/12/2021,26/12/2021,http://www.loomis.com,Loomis,,TRUE,3624,TRUE
1086,2362.97,13,1,21/12/2021,30/12/2021,24/12/2021,http://www.purolator.com,Purolator,,TRUE,2680,TRUE
1087,1490.76,55,6,22/12/2021,24/12/2021,23/12/2021,http://www.loomis.com,Loomis,,TRUE,4401,TRUE
1088,1889.4,71,7,22/12/2021,28/12/2021,26/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1089,185.2,40,4,22/12/2021,22/12/2021,22/12/2021,,Pickup,,TRUE,,TRUE
1090,1529.7,10,6,22/12/2021,03/01/2022,02/01/2022,http://www.loomis.com,Loomis,,TRUE,5862,TRUE
1091,161.7,48,4,23/12/2021,03/01/2022,23/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1092,42,1,9,24/12/2021,30/12/2021,26/12/2021,http://www.usps.com,Parcel Post,,TRUE,8415,TRUE
1093,107.8,58,4,25/12/2021,28/12/2021,26/12/2021,http://www.purolator.com,Purolator,,TRUE,2186,TRUE
1094,161.7,72,3,26/12/2021,27/12/2021,26/12/2021,www.fedex.com,FedEx,,TRUE,,TRUE
1095,1530.42,60,6,26/12/2021,30/12/2021,27/12/2021,http://www.loomis.com,Loomis,,TRUE,6524,TRUE
1096,47.63,3,4,27/12/2021,06/01/2022,05/01/2022,www.fedex.com,FedEx,,TRUE,1928,TRUE
1097,1439.55,3,4,27/12/2021,06/01/2022,03/01/2022,http://www.loomis.com,Loomis,,TRUE,,TRUE
1098,5811.96,24,1,27/12/2021,08/01/2022,05/01/2022,http://www.loomis.com,Loomis,,TRUE,2751,TRUE
1099,26.1,44,7,27/12/2021,07/01/2022,04/01/2022,http://www.purolator.com,Purolator,,TRUE,7318,TRUE
1100,107.8,72,4,27/12/2021,05/01/2022,30/12/2021,http://www.ups.com,UPS,,TRUE,,TRUE
1101,982.65,33,9,27/12/2021,02/01/2022,28/12/2021,http://www.purolator.com,Purolator,,TRUE,,TRUE
1102,989.55,59,1,27/12/2021,30/12/2021,29/12/2021,www.fedex.com,FedEx,,TRUE,9101,TRUE
1103,107.8,77,1,27/12/2021,01/01/2022,30/12/2021,,Pickup,,TRUE,,TRUE
1104,1199.13,77,6,27/12/2021,29/12/2021,28/12/2021,,Pickup,,TRUE,,TRUE
1105,161.7,30,3,27/12/2021,02/01/2022,27/12/2021,http://www.purolator.com,Purolator,,TRUE,9260,TRUE
1106,2630.28,43,6,27/12/2021,04/01/2022,03/01/2022,http://www.purolator.com,Purolator,,TRUE,1788,TRUE
1107,107.8,15,7,27/12/2021,07/01/2022,27/12/2021,http://www.usps.com,Parcel Post,,TRUE,5569,TRUE
1108,5219.55,30,3,27/12/2021,08/01/2022,02/01/2022,,Pickup,,TRUE,9023,TRUE
1109,25.98,66,1,28/12/2021,07/01/2022,30/12/2021,http://www.usps.com,Parcel Post,,TRUE,,TRUE
1110,161.7,7,1,28/12/2021,28/12/2021,28/12/2021,http://www.loomis.com,Loomis,,TRUE,,TRUE
1111,161.7,34,1,28/12/2021,29/12/2021,28/12/2021,http://www.loomis.com,Loomis,,TRUE,9864,TRUE
1112,161.7,5,9,29/12/2021,30/12/2021,29/12/2021,http://www.loomis.com,Loomis,,TRUE,9695,TRUE
1113,1664.7,40,7,29/12/2021,05/01/2022,04/01/2022,,Pickup,,TRUE,,TRUE
1114,161.7,62,6,29/12/2021,03/01/2022,31/12/2021,http://www.loomis.com,Loomis,,TRUE,3823,TRUE
1115,9,5,9,30/12/2021,01/01/2022,30/12/2021,http://www.loomis.com,Loomis,,TRUE,1768,TRUE
1116,1095.75,71,4,30/12/2021,11/01/2022,01/01/2022,http://www.ups.com,UPS,,TRUE,6749,TRUE
1117,6539.4,32,4,30/12/2021,04/01/2022,30/12/2021,,Pickup,,TRUE,,TRUE
1118,49.5,20,6,31/12/2021,04/01/2022,01/01/2022,http://www.usps.com,Parcel Post,,TRUE,2534,TRUE
1119,35,13,7,31/12/2021,05/01/2022,31/12/2021,http://www.loomis.com,Loomis,,TRUE,9899,TRUE
1120,74.9,64,3,31/12/2021,03/01/2022,02/01/2022,www.fedex.com,FedEx,,TRUE,5622,TRUE
