OrderID,ProductID,UnitPrice,Quantity,CostPrice,TotalLinePrice,TotalLineCost
1273,202181,539.85,1,448.08,539.85,448.08
1274,1108,16.5,3,15,49.5,45
1274,2207,53.9,2,44.74,107.8,89.48
1274,2210,53.9,3,44.74,161.7,134.22
1275,303161,296.87,2,260.23,593.74,520.46
1276,5302,9.98,3,8.28,29.94,24.84
1276,101181,2939.85,1,2000.5,2939.85,2000.5
1276,401001,281.85,3,233.94,845.55,701.82
1277,101151,2939.85,3,2000.5,8819.55,6001.5
1278,2211,53.9,2,44.74,107.8,89.48
1278,103151,899.85,1,556.5,899.85,556.5
1279,4103,13.5,3,9.99,40.5,29.97
1279,6401,12,2,9.96,24,19.92
1279,102201,1739.85,2,1444.08,3479.7,2888.16
1280,101152,2939.85,3,2000.5,8819.55,6001.5
1281,101171,2939.85,2,2000.5,5879.7,4001
1282,7403,36,2,29.88,72,59.76
1282,201181,749.12,3,556.5,2247.36,1669.5
1283,2208,53.9,1,44.74,53.9,44.74
1284,2210,53.9,1,44.74,53.9,44.74
1284,4104,15.5,3,12.87,46.5,38.61
1285,5202,33.9,2,21.14,67.8,42.28
1285,301181,764.85,2,634.83,1529.7,1269.66
1286,7402,23.5,3,19.51,70.5,58.53
1286,102181,1739.85,3,1444.08,5219.55,4332.24
1286,301221,726.61,2,634.83,1453.22,1269.66
1287,3303,19.9,2,14.5,39.8,29
1287,5401,14.5,2,12.04,29,24.08
1287,5403,14.5,3,12.04,43.5,36.12
1288,101172,2939.85,3,2000.5,8819.55,6001.5
1289,1110,16.5,1,15,16.5,15
1289,103151,899.85,3,556.5,2699.55,1669.5
1289,303181,329.85,3,260.23,989.55,780.69
1290,2202,41.9,1,25.5,41.9,25.5
1290,4103,12.15,3,9.99,36.45,29.97
1291,1104,14.5,1,12.04,14.5,12.04
1291,303161,329.85,1,260.23,329.85,260.23
1292,202181,485.87,3,448.08,1457.61,1344.24
1292,302182,479.85,3,398.28,1439.55,1194.84
1293,101222,2939.85,1,2000.5,2939.85,2000.5
1293,103171,899.85,1,556.5,899.85,556.5
1294,101181,2939.85,2,2000.5,5879.7,4001
1295,301201,764.85,3,634.83,2294.55,1904.49
1296,101222,2939.85,2,2000.5,5879.7,4001
1296,401002,267.76,3,233.94,803.28,701.82
1297,101182,2939.85,3,2000.5,8819.55,6001.5
1298,6402,9,3,7.47,27,22.41
1299,101201,2939.85,3,2000.5,8819.55,6001.5
1300,1108,16.5,3,15,49.5,45
1300,101202,2939.85,2,2000.5,5879.7,4001
1301,101201,2939.85,3,2000.5,8819.55,6001.5
1302,101202,2939.85,2,2000.5,5879.7,4001
1303,5301,11.9,3,9.88,35.7,29.64
1303,302161,479.85,1,398.28,479.85,398.28
1303,303182,329.85,3,260.23,989.55,780.69
1304,1101,14.5,2,12.04,29,24.08
1304,5405,23.5,1,19.51,23.5,19.51
1304,101181,2645.87,2,2000.5,5291.74,4001
1305,1108,16.5,1,15,16.5,15
1305,5208,33.9,1,21.14,33.9,21.14
1305,302222,479.85,2,398.28,959.7,796.56
1306,1106,16.5,3,15,49.5,45
1306,3301,4.5,3,2.5,13.5,7.5
1306,102171,1565.87,2,1444.08,3131.74,2888.16
1307,1101,14.5,1,12.04,14.5,12.04
1307,1111,16.5,2,15,33,30
1307,301221,764.85,2,634.83,1529.7,1269.66
1308,1111,16.5,3,15,49.5,45
1308,103181,899.85,1,556.5,899.85,556.5
1309,5206,33.9,3,21.14,101.7,63.42
1309,6401,12,2,9.96,24,19.92
1309,101172,2645.87,3,2000.5,7937.61,6001.5
1310,1101,14.5,3,12.04,43.5,36.12
1310,1104,14.5,1,12.04,14.5,12.04
1311,5405,23.5,1,19.51,23.5,19.51
1311,101181,2939.85,2,2000.5,5879.7,4001
1311,303151,329.85,1,260.23,329.85,260.23
1312,2202,41.9,1,25.5,41.9,25.5
1312,302162,479.85,1,398.28,479.85,398.28
1312,401001,267.76,1,233.94,267.76,233.94
1313,102171,1739.85,2,1444.08,3479.7,2888.16
1314,2215,53.9,2,44.74,107.8,89.48
1314,101222,2792.86,3,2000.5,8378.58,6001.5
1315,7401,23.5,1,19.51,23.5,19.51
1316,201161,832.35,2,556.5,1664.7,1113
1317,101221,2939.85,3,2000.5,8819.55,6001.5
1318,2208,53.9,3,44.74,161.7,134.22
1318,401001,281.85,3,233.94,845.55,701.82
1319,102151,1739.85,3,1444.08,5219.55,4332.24
1320,3303,19.9,3,14.5,59.7,43.5
1320,202201,539.85,3,448.08,1619.55,1344.24
1321,101222,2939.85,3,2000.5,8819.55,6001.5
1322,102151,1739.85,2,1444.08,3479.7,2888.16
1323,102171,1739.85,3,1444.08,5219.55,4332.24
1324,5401,13.05,3,12.04,39.15,36.12
1324,6401,11.4,3,9.96,34.2,29.88
1324,102171,1739.85,2,1444.08,3479.7,2888.16
1325,303222,329.85,1,260.23,329.85,260.23
1326,1101,14.5,2,12.04,29,24.08
1327,102181,1739.85,2,1444.08,3479.7,2888.16
1328,2215,53.9,1,44.74,53.9,44.74
1328,301151,764.85,2,634.83,1529.7,1269.66
1328,302201,431.87,2,398.28,863.74,796.56
1329,2203,41.9,2,25.5,83.8,51
1329,3305,21.9,3,18.18,65.7,54.54
1330,1107,16.5,1,15,16.5,15
1331,1107,16.5,1,15,16.5,15
1331,2212,53.9,3,44.74,161.7,134.22
1332,102201,1739.85,3,1444.08,5219.55,4332.24
1333,2203,41.9,2,25.5,83.8,51
1333,4103,13.5,3,9.99,40.5,29.97
1333,301161,764.85,3,634.83,2294.55,1904.49
1334,102221,1739.85,3,1444.08,5219.55,4332.24
1335,103151,899.85,2,556.5,1799.7,1113
1336,103171,899.85,2,556.5,1799.7,1113
1337,2209,53.9,2,44.74,107.8,89.48
1337,302221,479.85,2,398.28,959.7,796.56
1338,103181,899.85,2,556.5,1799.7,1113
1339,101201,2645.87,3,2000.5,7937.61,6001.5
1339,302222,479.85,2,398.28,959.7,796.56
1340,103201,899.85,3,556.5,2699.55,1669.5
1341,2213,51.21,2,44.74,102.42,89.48
1341,101151,2939.85,3,2000.5,8819.55,6001.5
