Order_ID,Order_Amount,Customer_ID,Employee_ID,Order_Date,Required_Date,Ship_Date,Courier_Website,Courier,Shipped,PO_No,Payment_Received
1190,2478.6,16,9,15/01/2022,27/01/2022,20/01/2022,http://www.loomis.com,Loomis,TRUE,5587,TRUE
1191,1409.55,77,9,16/01/2022,27/01/2022,24/01/2022,http://www.purolator.com,Purolator,TRUE,8352,TRUE
1192,2987.2,27,9,16/01/2022,21/01/2022,19/01/2022,http://www.ups.com,UPS,TRUE,9617,TRUE
1193,101.7,33,7,16/01/2022,29/01/2022,22/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1194,16.5,72,4,16/01/2022,26/01/2022,20/01/2022,http://www.usps.com,Parcel Post,TRUE,2109,TRUE
1195,266.28,73,4,17/01/2022,21/01/2022,19/01/2022,,Pickup,TRUE,,TRUE
1196,1854.61,72,4,17/01/2022,29/01/2022,18/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1197,5879.7,26,6,18/01/2022,25/01/2022,20/01/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1198,329.85,5,3,19/01/2022,19/01/2022,19/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1199,67.8,31,7,19/01/2022,25/01/2022,22/01/2022,www.fedex.com,FedEx,TRUE,9615,TRUE
1200,35.7,24,1,19/01/2022,24/01/2022,23/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1201,29.94,50,4,19/01/2022,01/02/2022,28/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1202,1147.5,28,4,19/01/2022,01/02/2022,23/01/2022,http://www.purolator.com,Purolator,TRUE,4319,TRUE
1203,14.5,26,9,19/01/2022,31/01/2022,27/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1204,1583.05,14,4,19/01/2022,29/01/2022,27/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1205,75.8,25,6,19/01/2022,20/01/2022,19/01/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1206,491.55,13,1,19/01/2022,23/01/2022,19/01/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1207,14.5,16,3,19/01/2022,29/01/2022,28/01/2022,http://www.purolator.com,Purolator,TRUE,3143,TRUE
1208,1619.55,75,6,19/01/2022,29/01/2022,25/01/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1209,43.5,38,7,19/01/2022,28/01/2022,27/01/2022,,Pickup,TRUE,2709,TRUE
1210,109.7,40,4,19/01/2022,27/01/2022,21/01/2022,,Pickup,TRUE,,TRUE
1211,43.5,40,4,19/01/2022,30/01/2022,23/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1212,70.5,15,9,19/01/2022,27/01/2022,23/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1213,1619.55,32,3,19/01/2022,28/01/2022,19/01/2022,http://www.usps.com,Parcel Post,TRUE,6907,TRUE
1214,1084.6,19,6,19/01/2022,21/01/2022,20/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1215,43.5,62,9,20/01/2022,30/01/2022,28/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1216,749.12,50,1,21/01/2022,29/01/2022,22/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1217,4602.9,11,7,22/01/2022,03/02/2022,02/02/2022,www.fedex.com,FedEx,TRUE,,TRUE
1218,989.55,20,4,22/01/2022,23/01/2022,22/01/2022,,Pickup,TRUE,2179,TRUE
1219,70.5,55,3,22/01/2022,26/01/2022,25/01/2022,http://www.usps.com,Parcel Post,TRUE,8061,TRUE
1220,5879.7,5,1,22/01/2022,04/02/2022,26/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1221,5341.24,59,9,22/01/2022,25/01/2022,23/01/2022,http://www.usps.com,Parcel Post,TRUE,9933,TRUE
1222,6116.82,47,9,23/01/2022,26/01/2022,24/01/2022,http://www.ups.com,UPS,TRUE,7604,TRUE
1223,5362.48,72,1,23/01/2022,31/01/2022,29/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1224,70.5,8,9,23/01/2022,24/01/2022,23/01/2022,,Pickup,TRUE,8589,TRUE
1225,8819.55,69,4,23/01/2022,05/02/2022,26/01/2022,http://www.ups.com,UPS,TRUE,8166,TRUE
1226,10.71,40,7,24/01/2022,06/02/2022,27/01/2022,,Pickup,TRUE,2818,TRUE
1227,101.7,15,4,24/01/2022,01/02/2022,31/01/2022,http://www.purolator.com,Purolator,TRUE,5396,TRUE
1228,2181.86,11,1,25/01/2022,31/01/2022,29/01/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1229,17.5,64,7,25/01/2022,06/02/2022,26/01/2022,,Pickup,TRUE,8016,TRUE
1230,1668.36,37,1,25/01/2022,01/02/2022,26/01/2022,,Pickup,TRUE,,TRUE
1231,2524.05,17,3,26/01/2022,07/02/2022,28/01/2022,,Pickup,TRUE,,TRUE
1232,8174.25,72,9,27/01/2022,08/02/2022,06/02/2022,http://www.ups.com,UPS,TRUE,7718,TRUE
1233,139.48,2,7,27/01/2022,30/01/2022,29/01/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1234,1723.22,42,6,27/01/2022,30/01/2022,29/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1235,1642.05,70,9,27/01/2022,31/01/2022,28/01/2022,www.fedex.com,FedEx,TRUE,,TRUE
1236,989.55,48,3,27/01/2022,28/01/2022,27/01/2022,http://www.usps.com,Parcel Post,TRUE,4629,TRUE
1237,998.35,25,7,27/01/2022,07/02/2022,06/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1238,1024.01,19,7,28/01/2022,31/01/2022,28/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1239,101.7,14,7,28/01/2022,28/01/2022,28/01/2022,http://www.purolator.com,Purolator,TRUE,3267,TRUE
1240,3635.34,52,7,28/01/2022,28/01/2022,28/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1241,4849.86,63,7,28/01/2022,30/01/2022,29/01/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1242,2993.75,6,6,29/01/2022,11/02/2022,10/02/2022,http://www.usps.com,Parcel Post,TRUE,3092,TRUE
1243,128.2,37,6,29/01/2022,31/01/2022,30/01/2022,http://www.ups.com,UPS,TRUE,,TRUE
1244,24,67,3,30/01/2022,04/02/2022,01/02/2022,www.fedex.com,FedEx,TRUE,1941,TRUE
1245,3419.25,21,6,30/01/2022,08/02/2022,07/02/2022,http://www.usps.com,Parcel Post,TRUE,8992,TRUE
1246,3884.25,1,4,30/01/2022,30/01/2022,30/01/2022,,Pickup,TRUE,8165,TRUE
1247,36,67,4,31/01/2022,04/02/2022,03/02/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1248,5938.4,53,4,01/02/2022,14/02/2022,04/02/2022,http://www.loomis.com,Loomis,TRUE,9540,TRUE
1249,18,25,6,02/02/2022,11/02/2022,08/02/2022,http://www.loomis.com,Loomis,TRUE,8438,TRUE
1250,2497.05,6,4,02/02/2022,10/02/2022,06/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1251,45,23,3,03/02/2022,13/02/2022,06/02/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1252,70.5,40,9,03/02/2022,04/02/2022,03/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1253,2683.82,64,3,03/02/2022,06/02/2022,04/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1254,2497.05,2,6,03/02/2022,14/02/2022,04/02/2022,,Pickup,TRUE,8843,TRUE
1255,33,42,1,03/02/2022,09/02/2022,07/02/2022,http://www.purolator.com,Purolator,TRUE,2338,TRUE
1256,70.5,2,3,04/02/2022,12/02/2022,04/02/2022,http://www.purolator.com,Purolator,TRUE,4494,TRUE
1257,18,21,4,04/02/2022,04/02/2022,04/02/2022,,Pickup,TRUE,3839,TRUE
1258,344.75,50,6,04/02/2022,11/02/2022,08/02/2022,http://www.ups.com,UPS,TRUE,3551,TRUE
1259,108,4,6,04/02/2022,17/02/2022,04/02/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1260,33.9,14,7,04/02/2022,16/02/2022,04/02/2022,http://www.ups.com,UPS,TRUE,,TRUE
1261,9,42,7,04/02/2022,07/02/2022,05/02/2022,http://www.loomis.com,Loomis,TRUE,8848,TRUE
1262,984.75,44,6,04/02/2022,14/02/2022,13/02/2022,,Pickup,TRUE,9671,TRUE
1263,4595.29,6,9,04/02/2022,14/02/2022,07/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1264,5911.91,38,3,04/02/2022,10/02/2022,08/02/2022,http://www.loomis.com,Loomis,TRUE,6141,TRUE
1265,29,34,3,04/02/2022,11/02/2022,09/02/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1266,1538.2,74,1,05/02/2022,16/02/2022,09/02/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1267,845.55,36,1,06/02/2022,19/02/2022,06/02/2022,www.fedex.com,FedEx,TRUE,,TRUE
1268,72,56,6,06/02/2022,06/02/2022,06/02/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1269,2939.85,64,9,07/02/2022,16/02/2022,14/02/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1270,2735.55,24,6,07/02/2022,18/02/2022,12/02/2022,www.fedex.com,FedEx,TRUE,3868,TRUE
1271,832.35,52,9,07/02/2022,19/02/2022,18/02/2022,www.fedex.com,FedEx,TRUE,,TRUE
1272,48.51,22,3,07/02/2022,16/02/2022,12/02/2022,,Pickup,TRUE,7028,TRUE
1273,707.98,35,7,07/02/2022,17/02/2022,12/02/2022,http://www.loomis.com,Loomis,TRUE,7715,TRUE
1274,319,25,9,08/02/2022,08/02/2022,08/02/2022,http://www.ups.com,UPS,TRUE,,TRUE
1275,593.74,33,7,08/02/2022,13/02/2022,09/02/2022,http://www.purolator.com,Purolator,TRUE,5020,TRUE
1276,3815.34,12,6,08/02/2022,09/02/2022,08/02/2022,,Pickup,TRUE,6913,TRUE
1277,8819.55,68,3,08/02/2022,16/02/2022,08/02/2022,www.fedex.com,FedEx,TRUE,,TRUE
1278,1007.65,73,1,08/02/2022,19/02/2022,14/02/2022,,Pickup,TRUE,5984,TRUE
1279,3544.2,46,9,08/02/2022,18/02/2022,09/02/2022,,Pickup,TRUE,5836,TRUE
1280,8819.55,7,9,09/02/2022,21/02/2022,19/02/2022,http://www.ups.com,UPS,TRUE,2031,TRUE
1281,5879.7,19,4,09/02/2022,10/02/2022,09/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1282,2319.36,71,1,09/02/2022,12/02/2022,11/02/2022,http://www.ups.com,UPS,TRUE,3949,TRUE
1283,53.9,54,3,10/02/2022,15/02/2022,12/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1284,100.4,4,1,11/02/2022,17/02/2022,13/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1285,1597.5,61,4,11/02/2022,20/02/2022,12/02/2022,http://www.loomis.com,Loomis,TRUE,2706,TRUE
1286,6743.27,19,1,11/02/2022,19/02/2022,14/02/2022,,Pickup,TRUE,2936,TRUE
1287,112.3,11,9,12/02/2022,24/02/2022,23/02/2022,,Pickup,TRUE,,TRUE
1288,8819.55,2,7,12/02/2022,21/02/2022,12/02/2022,http://www.usps.com,Parcel Post,TRUE,7722,TRUE
1289,3705.6,34,3,13/02/2022,26/02/2022,22/02/2022,http://www.ups.com,UPS,TRUE,,TRUE
1290,78.35,271,1,14/02/2022,19/02/2022,16/02/2022,http://www.usps.com,Parcel Post,TRUE,9608,TRUE
1291,344.35,70,1,14/02/2022,25/02/2022,18/02/2022,http://www.purolator.com,Purolator,TRUE,4495,TRUE
1292,2897.16,29,6,14/02/2022,26/02/2022,20/02/2022,,Pickup,TRUE,4107,TRUE
1293,3839.7,58,3,15/02/2022,26/02/2022,16/02/2022,,Pickup,TRUE,,TRUE
1294,5879.7,3,9,15/02/2022,24/02/2022,15/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1295,2294.55,51,3,16/02/2022,26/02/2022,25/02/2022,http://www.loomis.com,Loomis,TRUE,1168,TRUE
1296,6682.98,1,1,16/02/2022,18/02/2022,16/02/2022,,Pickup,TRUE,,TRUE
1297,8819.55,5,9,16/02/2022,17/02/2022,16/02/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1298,27,6,3,16/02/2022,28/02/2022,17/02/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1299,8819.55,22,3,17/02/2022,17/02/2022,17/02/2022,,Pickup,TRUE,,TRUE
1300,5929.2,271,4,17/02/2022,28/02/2022,25/02/2022,http://www.ups.com,UPS,TRUE,9717,TRUE
1301,8819.55,65,9,17/02/2022,26/02/2022,25/02/2022,www.fedex.com,FedEx,TRUE,3690,TRUE
1302,5879.7,35,3,18/02/2022,28/02/2022,20/02/2022,http://www.usps.com,Parcel Post,TRUE,3607,TRUE
1304,5344.24,33,6,18/02/2022,20/02/2022,19/02/2022,http://www.purolator.com,Purolator,TRUE,9193,TRUE
1306,3194.74,56,9,18/02/2022,28/02/2022,19/02/2022,http://www.loomis.com,Loomis,TRUE,2636,TRUE
1307,1577.2,58,3,18/02/2022,25/02/2022,19/02/2022,,Pickup,TRUE,,TRUE
1308,949.35,30,9,19/02/2022,25/02/2022,21/02/2022,http://www.loomis.com,Loomis,TRUE,2709,TRUE
1309,8063.31,5,4,19/02/2022,23/02/2022,20/02/2022,http://www.loomis.com,Loomis,TRUE,1647,TRUE
1311,6233.05,46,7,19/02/2022,25/02/2022,19/02/2022,www.fedex.com,FedEx,TRUE,3732,TRUE
1314,8486.38,54,7,19/02/2022,26/02/2022,24/02/2022,www.fedex.com,FedEx,TRUE,,TRUE
1315,23.5,61,7,19/02/2022,28/02/2022,21/02/2022,www.fedex.com,FedEx,TRUE,8816,TRUE
1316,1664.7,44,4,20/02/2022,28/02/2022,21/02/2022,,Pickup,TRUE,,TRUE
1318,1007.25,77,7,21/02/2022,26/02/2022,22/02/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1320,1679.25,71,4,21/02/2022,25/02/2022,23/02/2022,http://www.purolator.com,Purolator,TRUE,8587,TRUE
1321,8819.55,30,6,21/02/2022,25/02/2022,21/02/2022,,Pickup,TRUE,,TRUE
1324,3553.05,58,7,21/02/2022,26/02/2022,21/02/2022,http://www.loomis.com,Loomis,TRUE,1904,TRUE
1327,3479.7,47,9,22/02/2022,22/02/2022,22/02/2022,,Pickup,TRUE,,TRUE
1333,2418.85,45,6,22/02/2022,25/02/2022,22/02/2022,http://www.usps.com,Parcel Post,TRUE,6691,TRUE
1334,5219.55,49,7,22/02/2022,26/02/2022,24/02/2022,www.fedex.com,FedEx,TRUE,7539,TRUE
1336,1799.7,28,9,22/02/2022,24/02/2022,23/02/2022,http://www.ups.com,UPS,TRUE,9374,TRUE
1338,1799.7,33,9,22/02/2022,25/02/2022,23/02/2022,http://www.loomis.com,Loomis,TRUE,3718,TRUE
1340,2699.55,10,7,23/02/2022,23/02/2022,23/02/2022,http://www.ups.com,UPS,TRUE,,TRUE
1341,11621.52,36,6,23/02/2022,25/02/2022,24/02/2022,http://www.ups.com,UPS,TRUE,4240,TRUE
1342,2699.55,74,4,23/02/2022,25/02/2022,24/02/2022,http://www.loomis.com,Loomis,TRUE,8163,TRUE
1353,1664.7,44,9,26/02/2022,26/02/2022,26/02/2022,www.fedex.com,FedEx,TRUE,7946,TRUE
1357,1664.7,3,3,26/02/2022,26/02/2022,26/02/2022,http://www.purolator.com,Purolator,TRUE,9084,TRUE
1372,2533.9,65,7,27/02/2022,27/02/2022,27/02/2022,www.fedex.com,FedEx,TRUE,1912,TRUE
1376,563.7,26,4,01/03/2022,01/03/2022,01/03/2022,http://www.loomis.com,Loomis,TRUE,5371,TRUE
1377,2294.55,28,7,01/03/2022,04/03/2022,02/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1378,959.7,40,9,01/03/2022,11/03/2022,06/03/2022,,Pickup,TRUE,1132,TRUE
1379,990.7,65,7,01/03/2022,10/03/2022,08/03/2022,http://www.ups.com,UPS,TRUE,1280,TRUE
1380,41.9,41,1,01/03/2022,12/03/2022,01/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1381,989.55,31,4,01/03/2022,06/03/2022,04/03/2022,,Pickup,TRUE,8106,TRUE
1382,2294.55,61,3,01/03/2022,12/03/2022,05/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1383,1439.55,43,4,01/03/2022,08/03/2022,02/03/2022,http://www.ups.com,UPS,TRUE,2984,TRUE
1384,512.85,17,3,01/03/2022,07/03/2022,06/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1385,109.7,71,1,01/03/2022,05/03/2022,02/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1386,34.11,34,9,01/03/2022,12/03/2022,05/03/2022,http://www.purolator.com,Purolator,TRUE,1466,TRUE
1387,1515.35,1,6,01/03/2022,07/03/2022,01/03/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1388,1439.55,32,6,01/03/2022,14/03/2022,12/03/2022,http://www.ups.com,UPS,TRUE,2958,TRUE
1389,764.85,64,4,01/03/2022,06/03/2022,02/03/2022,,Pickup,TRUE,,TRUE
1390,49.5,73,7,01/03/2022,14/03/2022,06/03/2022,http://www.loomis.com,Loomis,TRUE,8471,TRUE
1391,14741.15,70,7,02/03/2022,07/03/2022,06/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1392,46.5,55,3,02/03/2022,07/03/2022,05/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1393,83.4,77,1,02/03/2022,02/03/2022,02/03/2022,,Pickup,TRUE,,TRUE
1394,5763.92,5,3,02/03/2022,12/03/2022,07/03/2022,http://www.loomis.com,Loomis,TRUE,5594,TRUE
1395,9359.4,31,7,02/03/2022,12/03/2022,05/03/2022,,Pickup,TRUE,,TRUE
1396,764.85,53,6,02/03/2022,05/03/2022,02/03/2022,http://www.purolator.com,Purolator,TRUE,8061,TRUE
1397,1439.55,27,7,02/03/2022,11/03/2022,07/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1398,3147.21,4,1,02/03/2022,04/03/2022,03/03/2022,http://www.loomis.com,Loomis,TRUE,6375,TRUE
1399,53.9,2,9,02/03/2022,04/03/2022,02/03/2022,http://www.usps.com,Parcel Post,TRUE,5479,TRUE
1400,47.25,6,3,03/03/2022,09/03/2022,05/03/2022,http://www.purolator.com,Purolator,TRUE,8864,TRUE
1401,14.5,23,9,04/03/2022,17/03/2022,12/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1402,515.67,22,9,04/03/2022,11/03/2022,06/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1403,5219.55,59,6,05/03/2022,08/03/2022,06/03/2022,,Pickup,TRUE,,TRUE
1404,95.4,70,9,06/03/2022,07/03/2022,06/03/2022,http://www.purolator.com,Purolator,TRUE,1358,TRUE
1405,1439.55,32,3,07/03/2022,07/03/2022,07/03/2022,,Pickup,TRUE,,TRUE
1406,10472.41,25,9,07/03/2022,09/03/2022,08/03/2022,http://www.ups.com,UPS,TRUE,9405,TRUE
1407,1619.55,31,3,08/03/2022,14/03/2022,09/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1408,959.7,22,9,09/03/2022,12/03/2022,11/03/2022,http://www.ups.com,UPS,TRUE,5781,TRUE
1409,1439.55,55,4,10/03/2022,10/03/2022,10/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1410,2972.85,58,9,11/03/2022,21/03/2022,11/03/2022,http://www.usps.com,Parcel Post,TRUE,5449,TRUE
